event_id,telegraph_ts,source,telegraph_text,mapped_tickers,direction,mechanism,horizon_days,chain_depth,audience_breadth,polymarket_query,confidence,rationale
WK045,2026-02-27T16:30:00-0500,Weekly synthesis (Trump posts),Anthropic restricts US military use of its AI; Trump publicly threatens the company and FTC targets Apple over alleged news bias,AAPL;AMZN,short,"Top Trump posts weaponizing the FTC against Apple (news-app bias letter) and publicly threatening Anthropic create a political/regulatory overhang on the directly named listed target (AAPL) and on Anthropic's primary listed backer (AMZN), pressuring both near-term.",21,2,megaphone,Trump administration bars federal agencies from using Anthropic in 2026,low,"Anthropic is private, so the telegraph must be mapped to listed proxies. Vehicles weighed: (1) AAPL — the direct, named FTC target (FTC letter to Tim Cook over alleged Apple News conservative bias, ~Feb 12), chain depth 1, a clean political-pressure short though news-app bias is a mild financial driver; (2) AMZN — Anthropic's largest investor and cloud partner, exposed to Trump's threats against Anthropic, ~2 hops; (3) GOOGL — also an Anthropic backer but more diluted, excluded to keep the basket tight; (4) PLTR — considered as the defense-AI beneficiary if Anthropic is booted from military work, but rejected because Palantir's platform is entangled with Claude (it helped integrate Anthropic for DoD), making the directional sign ambiguous; (5) MSFT (OpenAI proxy) — too speculative as a pre-event beneficiary. Net read on/before 2026-02-27: coordinated administration hostility toward specific tech firms is a short-term negative sentiment/regulatory-risk catalyst for the directly pressured names. Low confidence: both legs are idiosyncratic, mega-cap-diluted, and large-cap tech often shrugs off political 'bias' pressure."
WK046,2026-03-06T16:30:00-0500,Weekly synthesis (Trump posts),"US-Israel war on Iran: Khamenei killed, Iranian navy/air defenses destroyed, Trump demands unconditional surrender, mass evacuations of Americans from Middle East.",BNO;USO,long,Active US-Israel war on Iran with mass evacuations and 'surrender' demand -> acute fear of Strait of Hormuz disruption and Persian Gulf production shut-ins (~20% of seaborne crude) -> spike in global crude prices tracked most directly by oil ETFs.,21,2,megaphone,Strait of Hormuz closure in 2026,medium,"A shooting war centered on Iran is the canonical oil supply-shock catalyst: Iran borders the Strait of Hormuz, through which roughly a fifth of world seaborne crude transits, and 'mass evacuations of Americans' signals expectation of broad regional escalation. The purest vehicle is the commodity itself, not an oil producer equity (XOM/CVX) or services name diluted by company-specific factors, nor defense names (ITA) which are a slower, contract-driven hop. Among oil ETFs I considered USO (WTI/US benchmark) and BNO (Brent/international benchmark); a Middle East/Hormuz supply shock prices into Brent most directly since it reflects waterborne international crude, so BNO is the primary instrument with USO added for liquidity and US-benchmark exposure. Direction is long because supply-disruption risk lifts price. Horizon is short (~3 weeks): geopolitical risk premia in oil are typically acute and can decay quickly if the strait stays open or a ceasefire emerges. As a top Trump-broadcast war narrative, the whole market reads it instantly (megaphone), so the move is fast but the mechanism is well-understood and direct (low chain depth). Reasoning uses only the pre-telegraph fact set; any post-2026-03-06 price data was discarded."
WK047,2026-03-06T16:30:00-0500,Weekly synthesis (Trump posts),"Trump orders US DFC to provide political-risk insurance for all maritime trade, especially energy, transiting the Gulf.",BNO;BWET,long,Trump ordering the DFC to backstop political-risk insurance for Gulf maritime energy trade confirms commercial war-risk cover has collapsed amid the Hormuz closure -> ~20% of global oil flow is disrupted and tanker voyages carry punitive risk premia -> Brent crude (BNO) and crude-tanker freight rates (BWET) bid higher.,21,2,megaphone,Strait of Hormuz reopens to shipping by April 2026,medium,"Pre-telegraph (on/before 2026-03-06): the 2026 Iran war began 28 Feb 2026; Iran/IRGC declared the Strait of Hormuz 'closed' around 4 March; International Group P&I clubs and others issued notices cancelling Gulf war-risk cover effective 5 March; QatarEnergy declared LNG force majeure on 4 March. The corridor carries ~one-fifth of global oil flows. A US government order to insure Gulf maritime energy trade is a response to, and confirmation of, that supply-and-insurance shock, not its resolution. End of causal chain = international crude price and crude-tanker freight rates. Vehicles weighed: BNO (Brent fund) chosen over USO (WTI) because Hormuz-borne barrels are Brent-priced and the disruption widens the Brent premium; BWET (Breakwave crude-tanker freight ETN) chosen over tanker-operator equities (FRO, STNG, DHT) because the thesis is about war-risk-driven FREIGHT RATES, not company-specific factors; UNG rejected (Henry Hub, not Gulf LNG). Equal-weight on the two purest drivers of 'maritime trade, especially energy, transiting the Gulf.' Direction long; magnitude/probability not estimated."
WK048,2026-03-06T16:30:00-0500,Weekly synthesis (Trump posts),Defense manufacturers agree to quadruple production of advanced weaponry; munitions buildup amid sustained war footing.,RTX;LMT;NOC;GD,long,"Trump-telegraphed agreement to quadruple advanced-weapon/munitions output -> surge of replenishment and missile-defense procurement contracts -> the prime missile/munitions makers (RTX missiles, LMT THAAD/PrSM, NOC solid-rocket motors, GD 155mm/ammo) capture the order flow.",90,1,broad,,medium,"Pre-catalyst reporting (Defense One, Feb 3 2026; Fox News, Mar 5 2026) shows Trump publicly pressing contractors to rapidly ramp munitions output amid a 'war footing' (Operation Epic Fury), with a $2.5B FY26 request for increased missile/munitions production and depleted stockpiles after Ukraine/Israel drawdowns. The end of the chain is the munitions/missile industrial base, so I weighed cap-weighted defense ETFs (ITA, heavily Boeing/RTX), equal-weight XAR, and pure-play primes. A broad ETF dilutes the thesis with airframe/commercial-aero names that are not 'munitions'; I chose a tight equal-weight basket of the contractors named in the pre-catalyst meeting whose product mix is most directly missile/munitions-levered (RTX, LMT, NOC, GD), the purest liquid expression of a munitions-buildup signal. Direction long: guaranteed replenishment contracts add backlog visibility. Chain depth 1 — direct procurement-to-contractor link. Audience 'broad' rather than megaphone because the input is a weekly synthesis of posts, not a single instantly-read viral post. No clean market-resolvable upstream event distinct from the procurement/equity story, so polymarket_query is null."
WK049,2026-03-13T16:30:00-0400,Weekly synthesis (Trump posts),"Active US-Iran war: strikes on Iranian mine-laying boats, Hormuz threats, regime/navy/air force being destroyed, oil supply at risk",BNO;USO,long,"Active US-Iran war with strikes on mine-laying boats and Hormuz threats puts ~20% of seaborne crude at risk -> war/supply-disruption risk premium prices straight into global crude, captured most directly by Brent (BNO) and WTI (USO) oil-tracking ETFs.",21,2,megaphone,Iran closes Strait of Hormuz in 2026,high,"Telegraph explicitly names oil supply at risk via Strait of Hormuz, the chokepoint for a large share of seaborne crude; the cleanest end-of-chain driver is the crude price itself, not a diluted producer equity. Vehicles weighed: BNO (Brent) and USO (WTI) crude ETFs — purest direct exposure to a waterborne supply shock, with Brent the most sensitive to Hormuz/Mideast disruption; XLE/energy producers (diluted by company and beta factors, rejected as primary); tanker freight ETNs like BWET/BDRY (war-risk premiums could lift rates but slower, noisier signal); defense ETF ITA (separate thesis). Chose the crude ETF pair as the most direct translation of 'oil supply at risk.' Source is top Trump posts read instantly by the whole market = megaphone. Chain is short and direct (war/Hormuz -> crude price). No magnitude or probability assessed."
WK050,2026-03-13T16:30:00-0400,Weekly synthesis (Trump posts),"Trump publicly demands Fed Chair Powell cut interest rates immediately, not waiting for next meeting",GLD,long,"Trump's public Truth Social demand that Powell cut immediately renews the Fed-independence/political-pressure narrative, which historically drives a safe-haven, inflation-hedge bid into gold rather than actually moving the policy rate, expressed via the gold ETF GLD.",14,3,megaphone,Fed cuts interest rates at March 2026 FOMC meeting,medium,"Pre-catalyst context: as of the March 12-13 post the Fed funds rate sits at 3.50-3.75% and the Fed is in 'wait-and-see' mode ahead of the March 17-18 meeting, with oil-driven inflation from the Iran conflict making any near-term cut unlikely — so a presidential demand cannot mechanically lower the policy rate. The tradeable, repeatedly-observed channel for Trump's pressure on Powell is Fed-independence erosion: Goldman has called gold its 'highest-conviction long' on this thesis and JPMorgan documented a 'Fed inflation trade' in gold futures rising on prior Trump attacks (Aug 2025), with gold spiking again during the April 2025 Trump-Powell clash. Vehicle menu considered: TLT/long Treasuries (rejected — independence erosion lifts term premium and long yields, ambiguous-to-wrong direction, and the demand won't actually cut rates); short-rate/SOFR-linked instruments (rejected — no actual policy change); UUP short (the dollar weakens on the same thesis but is noisier); SLV (tracks gold with industrial noise). GLD is the purest, most liquid instrument tracking the safe-haven/independence driver at the end of the chain. Caveat lowering confidence: Warsh's January nomination eased independence fears and crashed gold ~10% on Jan 30, and gold was reported 'stuck' below its 50-day MA in early March, so the renewed-pressure pop may be muted — hence medium and a ~2-week horizon spanning the FOMC meeting."
WK051,2026-03-13T16:30:00-0400,Weekly synthesis (Trump posts),"Energy push: first new US oil refinery in 50 years ($300B Brownsville), quadrupled defense weapons production, reshored manufacturing",XOP;ITA,long,"Trump's megaphone 'energy dominance' synthesis (first new US refinery in 50 years processing Permian light shale, plus quadrupled weapons production and reshoring) -> bullish sentiment and policy tailwind for domestic shale E&P and defense primes -> XOP (oil & gas exploration/production) and ITA (aerospace & defense).",7,2,megaphone,Brownsville America First refinery groundbreaking by June 2026,medium,"On/before 2026-03-13, Trump announced on Truth Social a $300B 'America First Refining' Brownsville project, billed as the first new US refinery in 50 years, with a 20-year offtake to process Permian Basin light shale crude (Reliance-backed); the weekly synthesis pairs this with quadrupled defense weapons output and reshoring. The two hardest, most tradeable claims are domestic oil production/energy dominance and weapons production. Vehicle menu weighed: USO/BNO track WTI/Brent, but more domestic refining/shale supply is not a clean crude-price long and the post is a sentiment/policy signal, not a barrel signal; XLE is diluted by majors and midstream; CRAK (refiners) faces the new entrant as a competitive headwind rather than a beneficiary; XOP most directly tracks the Permian shale E&P producers whose crude the project is contracted to buy. For the 'quadrupled weapons production' leg, ITA is the focused defense-prime ETF over any single name. Reshoring is too vague for a clean vehicle, so omitted. Refinery impact itself is long-dated (Q2 2026 groundbreaking, operational years out), so the actionable edge is short-horizon megaphone sentiment, hence a brief hold and medium confidence on a diffuse multi-theme post."
WK052,2026-03-20T16:30:00-0400,Weekly synthesis (Trump posts),"US bombs Iran's Kharg Island oil terminal and military targets; Iran threatens Hormuz closure, prompting multinational naval escort effort and Israeli strike on South Pars gas field.",BNO;USO,long,"US/Israeli strikes on Iran's Kharg Island terminal and South Pars plus an Iranian Hormuz-closure threat directly threaten a large share of seaborne crude supply, spiking global crude prices tracked by Brent (BNO) and WTI (USO) oil ETFs.",21,2,megaphone,Iran closes Strait of Hormuz in 2026,high,"Kharg Island handles the overwhelming majority of Iran's crude exports and the Strait of Hormuz carries roughly a fifth of global seaborne oil; a kinetic strike plus a credible closure threat is a textbook supply-shock catalyst that lifts crude. Purest vehicle is the commodity itself, not a producer equity diluted by company-specific factors: I weighed Brent (BNO) vs WTI (USO) oil ETFs, energy equity ETFs (XLE), and tanker plays (FRO, STNG, BDRY). Because the disruption is a Persian Gulf / Hormuz seaborne-supply event, the international Brent benchmark (BNO) tracks the driver most directly, with USO added for the broader crude move and liquidity; tanker freight could spike on war-risk premia but is muddied by the closure also collapsing transit volumes, so I kept the basket on the cleanest crude-price read. Direction long, multi-week horizon to span the acute geopolitical phase. Reasoned only from the telegraph and pre-date geographic/market facts; a post-date search result was discarded under no-look-ahead."
WK053,2026-03-20T16:30:00-0400,Weekly synthesis (Trump posts),"Strait of Hormuz transit threatened amid Iran conflict; NATO/European allies decline to help reopen passage, raising oil-price pressure.",BNO;USO,long,Trump telegraph signals Hormuz transit stays blocked as NATO/EU allies decline to help reopen it -> Gulf crude exports remain choked -> global crude prices stay pressured upward -> Brent/WTI oil-tracking ETFs rise.,30,2,megaphone,Iran closes Strait of Hormuz in 2026,medium,"As of 2026-03-19, the Strait of Hormuz was effectively shut after the 28 Feb US/Israel strikes on Iran, with ~20% of global oil flow disrupted; Brent was already ~$106 and WTI ~$97, and Reuters/IEA confirmed Gulf producers shutting in output. The telegraph's incremental signal is that allied help to reopen the passage is NOT coming, implying the supply chokepoint persists and oil-price pressure stays upward. The END of the causal chain is the crude price itself, so the purest vehicles are commodity-tracking funds, not diluted producer/operator equities. Vehicles considered: BNO (US Brent Oil Fund) tracks Brent, the international benchmark most directly exposed to Middle East/Hormuz export loss; USO tracks WTI; integrated majors (XOM/CVX), XLE, and tanker names (FRO) were rejected as diluted by company/operational factors. Chose BNO as the purest read on the Hormuz-driven Brent shock, with USO added for the broader crude move and liquidity. Direction long because the telegraph reinforces continued supply disruption. chain_depth scored honestly at 2 (Hormuz blockage -> crude supply loss -> price); audience is a top Trump-derived synthesis the whole market reads, hence megaphone."
WK054,2026-03-20T16:30:00-0400,Weekly synthesis (Trump posts),"Supreme Court ruling adverse to Trump tariffs, putting trillions in tariff revenue and trade policy in doubt.",FIVE;DLTR;NKE;W,long,SCOTUS ruling voiding IEEPA tariffs -> removal of import duties plus potential refunds on the ~$180B already paid -> lower landed costs and margin relief for the most China/import-dependent US retailers and brands -> re-rating of those equities.,60,2,megaphone,Supreme Court strikes down Trump IEEPA tariffs 2026,medium,"Pre-telegraph record (SCOTUS struck IEEPA tariffs ~Feb 20, 2026; ~$180B in importer-paid duties now in dispute with a refund/lawsuit wave; Trump partially backfilled via Section 122/232/301) frames the trade. End of the chain is the burden borne by high-import-cost firms, so I rejected the obvious large-cap and the broad XRT (diluted by domestic-service retailers with little import exposure) in favor of a tight equal-weight basket of the purest tariff payers/refund claimants: discount importers FIVE and DLTR, footwear/apparel NKE, and import-heavy home retailer W. I also weighed TLT short on the 'trillions in lost revenue -> wider deficit -> more Treasury supply -> higher yields' angle but discarded it: removing tariffs is simultaneously disinflationary (yield-supportive), making the rate direction ambiguous, whereas the importer-cost-relief equity chain is directionally clean. Long. Confidence only medium because Trump's Section 122/232/301 replacements and the years-long, uncertain refund litigation mute and delay the benefit."
WK055,2026-03-27T16:30:00-0400,Weekly synthesis (Trump posts),"US-Iran war: Trump claims Iran militarily decimated, threatens to obliterate Iranian power plants unless Strait of Hormuz fully reopened",BNO;USO,long,Trump's escalation threat amid an ongoing US-Iran war keeps the Strait of Hormuz (~20% of seaborne crude) disrupted -> persistent supply risk premium -> Brent/WTI crude tracking ETFs rise.,21,2,megaphone,Strait of Hormuz reopened by April 2026,medium,"Telegraph implies Hormuz is not fully open and an active US-Iran conflict with threatened further strikes — the end of the chain is the crude price itself, not an equity. Menu weighed: BNO (Brent ETF, the international benchmark most directly exposed to a Hormuz supply shock), USO (WTI, deeper liquidity but more US-domestic and thus partly insulated), leveraged UCO (rejected — leverage distorts pure tracking over a multi-week hold), XLE/oil majors (rejected — diluted by company-specific factors and buyback/dividend dynamics), and BWET tanker-freight ETN (a genuine 3rd-hop beneficiary of rerouting/war-risk premiums but thinly traded and a separate mechanism). Chose an equal-weight BNO+USO crude basket: BNO captures the Brent/Hormuz purity, USO adds liquidity. Long because a closed/contested Hormuz removes barrels and lifts crude; the Hormuz->oil link is short and well understood (chain_depth 2). A top Trump war post is read instantly by the whole market (megaphone). Reasoning uses only the pre-telegraph fact that Hormuz carries a large share of global crude and that conflict premiums lift oil."
WK056,2026-03-27T16:30:00-0400,Weekly synthesis (Trump posts),Trump pauses Iranian energy-plant destruction 10 days to April 6 as ceasefire/deal negotiations proceed; Strait of Hormuz at issue,BNO,short,"Trump's 10-day pause on Iranian energy-plant strikes plus active ceasefire/deal talks de-escalates the Strait of Hormuz supply threat, deflating the war-risk premium embedded in crude, which hits Brent (most Hormuz-sensitive) most directly via BNO.",10,2,megaphone,US-Iran ceasefire holds through April 2026,medium,"Pre-telegraph context (e.g., March 10 reporting of Trump warning Iran over the Hormuz oil route and ongoing strikes on Iranian energy infrastructure) shows crude was carrying an elevated Middle East war-risk premium. A publicly announced pause in destruction while ceasefire/deal negotiations proceed is de-escalatory, so the marginal repricing is a removal of that premium — oil lower. Vehicle menu considered: USO (WTI), BNO (Brent), tanker/freight-rate ETNs (BWET/BDRY), and producer equities. Brent prices Middle East/Hormuz seaborne supply most directly, so short BNO is the purest expression; USO (WTI) is less Hormuz-sensitive, freight-rate ETNs key off shipping/insurance rather than the risk-premium unwind, and producer equities dilute the signal with company factors. Horizon set to the explicit 10-day pause window to April 6, the period over which the premium decay plays out. Honest chain depth ~2 (pause -> Hormuz risk premium down -> crude/BNO down). No look-ahead used; post-telegraph results discarded."
WK057,2026-03-27T16:30:00-0400,Weekly synthesis (Trump posts),Government funding standoff over ICE/immigration; Trump pushes Senate to terminate filibuster; Xi summit rescheduled to May,VIXY,long,"Prolonged ICE/immigration shutdown plus Trump's push to nuke the Senate filibuster and a pushed-back Xi summit signals escalating policy dysfunction and no near-term resolution -> elevated equity-policy uncertainty -> rising S&P 500 short-term VIX futures, captured most directly by a VIX-futures ETP.",21,2,broad,US government shutdown to end by April 2026,medium,"Pre-telegraph context (on/before 2026-03-27): a partial DHS shutdown over ICE/CBP funding has run ~40 days (started Feb 14, 2026), Trump on Mar 26 again urged Republicans to 'terminate' the filibuster, and the Xi summit slipped to May (no imminent US-China deal). The end of the causal chain is equity policy-risk, i.e. volatility, not any single company. Vehicle menu weighed: (a) defense/contractor equities exposed to furloughs — too diluted by firm-specific factors and shutdown carve-outs already protect ICE/CBP ops; (b) short-dated T-bills around an X-date — this is an appropriations lapse, not a debt-ceiling default, so bill dislocation is the wrong driver; (c) short SPY/broad-market — captures only the equity-down leg; (d) VIX short-term futures ETPs (VIXY/VXX) — the purest, most direct read on rising uncertainty from an escalating, unresolved standoff with the filibuster fight and a delayed summit removing positive catalysts. Chose VIXY (VXX a near-identical alternative). Long volatility; horizon kept short (~3 weeks) because VIX-futures contango decays the ETP and the standoff is a discrete, eventually-resolving event. Direction and horizon only — no magnitude or probability estimated."
WK058,2026-04-03T16:30:00-0400,Weekly synthesis (Trump posts),"US military strikes Iran, destroying targets, bridges, infrastructure; regime change underway with ceasefire talks contingent on reopening Strait of Hormuz",BNO;USO,long,"US strikes on Iran with the Strait of Hormuz closed (ceasefire contingent on reopening) chokes ~20% of seaborne crude flow -> acute supply shock -> spot crude prices spike -> crude-tracking ETFs (Brent BNO, WTI USO) rise.",14,2,megaphone,Strait of Hormuz closed/blocked in April 2026,high,"Telegraph explicitly makes a ceasefire contingent on REOPENING Hormuz, i.e. the chokepoint is currently shut; Hormuz carries roughly a fifth of global seaborne oil plus major LNG, so a closure is the textbook crude-supply shock. Vehicle menu weighed: (a) crude price ETFs BNO (Brent, the international benchmark most directly geared to Middle East/Hormuz supply) and USO (WTI); (b) producer equities (XOM/CVX, XLE) - rejected as diluted by company/sector beta vs. the raw commodity; (c) tanker/wet-freight rate ETN BWET and tanker equities (FRO/STNG) - rates do spike, but with the strait actually closed transit volume collapses, making the crude price the cleaner end-of-chain driver. Chose Brent (BNO) lead with WTI (USO) for liquidity as the purest direct expression of the oil supply driver. Chain is short and obvious (closure -> oil up), hence depth 2, and the signal is a top Trump military-strike post = megaphone. Horizon kept short because the move is a geopolitical risk premium that resolves with ceasefire/reopening headlines."
WK059,2026-04-03T16:30:00-0400,Weekly synthesis (Trump posts),Strait of Hormuz blockage disrupting jet fuel/oil supply; Trump urges allies to seize it and threatens to 'take the oil',BNO;USO,long,"Trump's 'take the oil' post amplifies the ongoing Strait of Hormuz blockage that is choking ~20% of seaborne crude, sustaining the supply-shock/war-risk premium that flows most directly into Brent/WTI crude-oil ETFs.",21,2,megaphone,Strait of Hormuz reopens to normal traffic by end of April 2026,medium,"Vehicles weighed: (1) crude-oil ETFs USO (WTI) and BNO (Brent) — the end of the chain is the crude price itself; (2) producer equities (XOM/CVX) — diluted by buybacks, hedges, company factors; (3) crude-tanker equities (DHT, INSW, FRO) — leveraged to VLCC rates but contaminated by balance-sheet/fleet specifics and possibly already repriced; (4) a tanker freight-rate ETN (BWET) — purer for rates but thin/volatile, and (5) dry-bulk BDRY — wrong commodity, irrelevant here. The telegraph's explicit subject is OIL supply disruption, so the purest tracker of that driver is the crude ETF, not an operator stock. BNO (Brent) is favored because Hormuz/Middle East barrels price off the international benchmark; USO added for WTI breadth. Pre-catalyst facts only (on/before 2026-04-03): Strait effectively closed since March 2; Brent already ~$100–110 with a record ~50–65% monthly rise; US gasoline topped $4; VLCC Mideast-Asia rates at multi-decade highs; Trump's prior 'go take it' rhetoric (Mar 31–Apr 1) and a stated April 6 strike deadline kept escalation live. The Friday 'OPEN THE HORMUZ STRAIT, TAKE THE OIL' post signals continued conflict/disruption rather than near-term reopening, biasing crude long over the holding window. Horizon kept short (~3 weeks) because the thesis is binary around the blockade/deadline and a ceasefire would rapidly compress the premium."
WK060,2026-04-10T16:30:00-0400,Weekly synthesis (Trump posts),"US military strikes Iran (Operation Epic Fury), claims regime change; conflict centers on forcing reopening of Strait of Hormuz oil transit",BNO;USO,long,US strikes on Iran centered on the Strait of Hormuz -> fear of disrupted transit of ~a fifth of seaborne crude -> spike in international crude prices -> Brent/WTI oil-tracking ETFs rise.,21,2,megaphone,Strait of Hormuz oil transit closed or blocked in 2026,high,"The end of the causal chain is the crude price itself, not a producer equity. The Strait of Hormuz is the single most important oil chokepoint; an active US-Iran conflict explicitly aimed at forcing it open is a textbook supply-disruption shock. Vehicles considered: producer/oil-major equities (XOM, OXY) — rejected as diluted by company-specific factors and slower to react; USO (WTI) and BNO (Brent). BNO is weighted first because Brent is the seaborne international benchmark most directly exposed to Hormuz transit risk, with USO added for the WTI co-move and deeper liquidity. Tanker-rate ETNs were considered but Hormuz closure makes tanker-rate direction ambiguous (blocked transit vs. scarcity premium), whereas oil price direction is unambiguously up on a supply scare. Horizon set to ~3 weeks to capture the geopolitical risk premium, which historically front-loads and can mean-revert once flows/ceasefire clarity emerge. Megaphone reach: top Trump posts plus a major announced military operation the whole market reads instantly."
WK061,2026-04-10T16:30:00-0400,Weekly synthesis (Trump posts),"Iran allegedly charging/restricting tanker passage through Hormuz despite ceasefire; Trump threatens renewed action, disputes oil flow normalization",BNO;USO,long,Trump threatens renewed action over Iran restricting tanker passage through Hormuz -> renewed Gulf/Strait-of-Hormuz supply-disruption risk premium -> seaborne crude prices rise -> Brent/WTI crude-tracking ETFs gain.,14,2,megaphone,US military action against Iran by Q2 2026,medium,"Hormuz carries a large share of seaborne crude/condensate; a credible threat of renewed US action plus alleged Iranian interference reinstates a Gulf risk premium that flows most directly into crude prices. Vehicles weighed: BNO (Brent) and USO (WTI) as pure crude-price ETFs; BNO is favored because Hormuz/Gulf barrels are Brent-benchmarked, so it tracks the disruption driver most directly, with USO added for liquidity and broad oil exposure. Considered tanker equities (FRO, STNG, INSW), which benefit from rerouting/higher rates but are diluted by company-specific factors and are not pure freight-rate vehicles (no clean tanker-rate ETN exists comparable to BDRY for dry bulk). Considered XLE but rejected as too diversified away from the crude-price driver. Direction long: geopolitical Hormuz threats historically lift the spot risk premium. Short horizon because such premia decay quickly absent confirmed escalation. Source is a synthesis of Trump posts on oil/Iran, which the whole market reads instantly -> megaphone."
WK062,2026-04-10T16:30:00-0400,Weekly synthesis (Trump posts),"Trump orders immediate 50% tariff on all goods from any country supplying military weapons to Iran, no exemptions",FXI;MCHI,short,Trump 50% tariff on any country arming Iran -> China is Iran's dominant arms/material supplier and largest US trade counterpart -> a blanket 50% levy on Chinese goods crushes Chinese exporter earnings and US-China trade -> short broad China large-cap equity ETFs.,30,2,megaphone,Trump new tariffs on China by mid-2026,medium,"Pre-catalyst reporting (SIPRI, JINSA, Atlantic Council, ICDS, March-April 2026) identifies China, Russia and North Korea as Iran's principal weapons/material suppliers, with China supplying drones, rocket fuel and IRGC material via Russia/Turkmenistan/Pakistan. Of these, China is the only one with deep, investable US-trade and US-listed equity exposure (Russia ETFs are delisted/sanctioned; North Korea uninvestable), so a no-exemption 50% tariff functionally lands hardest on Chinese exporters. Vehicle menu weighed: FXI (broad China large-cap, most liquid, export/industrial weighted) and MCHI (broad MSCI China) chosen as the purest direct China-equity expression; rejected KWEB (domestic-internet skew, less tariff-sensitive) and US importer/retailer equities (diluted by company-specific factors). A top Trump tariff order is read instantly market-wide, hence megaphone. Short over ~1 month to capture the initial trade-war repricing and retaliation risk."
WK063,2026-04-17T16:30:00-0400,Weekly synthesis (Trump posts),"US Navy begins naval blockade of Strait of Hormuz/Iranian ports after Iran refused nuclear terms; tankers diverted, mines reported.",BNO;USO,long,"US naval blockade + mines in the Strait of Hormuz halts ~25% of seaborne oil flows and diverts tankers, choking global crude supply and spiking oil prices, which crude-tracking ETFs capture most directly.",21,2,megaphone,US blockade or closure of Strait of Hormuz in 2026,high,"The end of the causal chain is the crude oil price, not any single producer or operator. Vehicles weighed: (a) crude ETFs USO (WTI) and BNO (Brent); (b) tanker-equity names FRO/STNG/INSW; (c) the BWET wet-freight ETN. A Hormuz blockade is a global supply shock, so it hits the international Brent benchmark most purely (BNO), with WTI (USO) co-moving — chosen over producer/operator equities whose prices carry company-specific noise. Tanker-rate vehicles are ambiguous here because a blockade can simultaneously raise war-risk premia and strand/divert vessels, muddying the freight read, so crude is the cleaner expression. Pre-telegraph context confirms Hormuz is the single largest oil chokepoint (~25-27% of seaborne oil trade, ~15-20 mb/d), the only sea route out of the Gulf, making a blockade a direct, high-conviction crude catalyst. Direction long crude; short horizon because geopolitical oil spikes tend to be sharp and front-loaded. Trump-post sourcing = megaphone reach. Chain is short (blockade -> supply cut -> crude price)."
WK064,2026-04-17T16:30:00-0400,Weekly synthesis (Trump posts),Iran agrees to fully reopen Strait of Hormuz and remove sea mines; blockade lifted except Iran-specific; nuclear deal nearing completion.,BNO;USO,short,"Trump signals Iran reopening the Strait of Hormuz, clearing mines, lifting the blockade and nearing a nuclear deal -> the war/chokepoint risk premium unwinds and Iranian barrels can return to market -> crude oil prices fall, which crude-tracking ETFs (Brent BNO, WTI USO) follow most directly.",14,2,megaphone,US-Iran nuclear deal signed in 2026,medium,"Pre-telegraph context: an Iran war had closed/blockaded the Strait of Hormuz, spiking oil with traders openly discussing a move toward $200/bbl on chokepoint scarcity and rerouting. This telegraph is a clean de-escalation — reopening, mine removal, blockade lift, deal nearing — so the chain ends at the crude price as the geopolitical risk premium collapses and Iranian supply returns. Vehicles weighed: crude ETFs (BNO/USO), oil producer equities (XOM/CVX), and tanker/freight names (FRO, STNG). I rejected producers because their prices are diluted by company-specific factors and would also benefit from prior high prices; I rejected tankers because there is no liquid US-listed pure crude-freight-RATE ETN and the cleanest driver is the oil price itself. Brent (BNO) is the international benchmark most sensitive to Middle East/Hormuz supply, with WTI (USO) as a tight equal-weight complement. Short both as the premium deflates. Risk-premium unwind is fast, so a ~2-week horizon; deal-completion uncertainty keeps confidence at medium."
WK065,2026-04-17T16:30:00-0400,Weekly synthesis (Trump posts),"US-brokered 10-day Israel-Lebanon ceasefire begins; first formal talks since 1983, Hezbollah pressed to stand down.",BNO,short,US-brokered Israel-Lebanon ceasefire with Hezbollah standing down -> regional war-escalation risk eases -> the geopolitical risk premium embedded in Brent crude deflates -> short the Brent-tracking ETF.,12,2,megaphone,Israel-Hezbollah ceasefire holds through 2026,medium,"The end of the causal chain is the geopolitical risk premium on oil: a Middle East de-escalation (first formal Israel-Lebanon talks since 1983, Hezbollah pressed to stand down) removes a war-escalation premium that markets price into crude. Vehicles considered: BNO (Brent) vs USO (WTI) vs an Israel equity ETF (EIS) vs defense names. EIS/defense are diluted by company- and index-specific factors and the direction is ambiguous short-term; WTI (USO) is more US-domestic and less sensitive to Middle East supply-risk pricing. Brent is the global benchmark that most directly carries the Gulf/Levant geopolitical premium, so BNO short is the purest expression of the de-escalation thesis. The ceasefire is explicitly framed as a 10-day fragile arrangement, so the premium-deflation window is short, hence a ~12-day horizon. Honest scoring: ~2 hops (ceasefire -> risk premium -> Brent), and the source is a top-of-feed Trump-synthesis post the whole market reads, so megaphone. Confidence medium because oil is also driven by OPEC+ supply, demand and inventories that can override a short ceasefire."
